15-05-19 16:00:00,0x91b17_15-05-15 9:xx - 19-05-15 19:13,27.216,0xc933d_19-05-15 10:xx - 19-05-15 17:02,2.941,0xce279_19-05-15 4:xx - 19-05-15 16:45,2.655,0xdf42e_19-05-15 10:xx - 19-05-15 17:39,1.787,0x4a64b_19-05-15 10:xx - 19-05-15 16:59,1.580
15-05-19 14:00:00,0x91b17_15-05-15 9:xx - 19-05-15 19:13,27.610,0xce279_19-05-15 4:xx - 19-05-15 16:45,2.229,0xc933d_19-05-15 10:xx - 19-05-15 17:02,2.112,0xdf42e_19-05-15 10:xx - 19-05-15 17:39,1.245,0x4a64b_19-05-15 10:xx - 19-05-15 16:59,1.244
15-05-19 12:00:00,0x91b17_15-05-15 9:xx - 19-05-15 19:13,28.087,0x7de3b_06-05-15 7:xx - 19-05-15 13:55,4.478,0xce279_19-05-15 4:xx - 19-05-15 16:45,1.371,0xc933d_19-05-15 10:xx - 19-05-15 17:02,1.242,0x4a64b_19-05-15 10:xx - 19-05-15 16:59,0.636
15-05-19 10:00:00,0xdf42e_19-05-15 10:xx - 19-05-15 17:39,39.522,0x4a64b_19-05-15 10:xx - 19-05-15 16:59,39.509,0xc933d_19-05-15 10:xx - 19-05-15 17:02,39.491,0x91b17_15-05-15 9:xx - 19-05-15 19:13,28.429,0x56fb2_18-05-15 19:xx - 19-05-15 11:41,4.096
15-05-19 08:00:00,0x4a019_17-05-15 5:xx - 19-05-15 9:55,8.381,0x56fb2_18-05-15 19:xx - 19-05-15 11:41,3.535,0x54cf2_19-05-15 0:xx - 19-05-15 9:47,3.274,0x23046_18-05-15 10:xx - 19-05-15 9:38,2.842,0xce279_19-05-15 4:xx - 19-05-15 16:45,0.025
15-05-19 06:00:00,0x25e62_19-05-15 6:xx - 19-05-15 7:28,38.729,0x23046_18-05-15 10:xx - 19-05-15 9:38,3.180,0x56fb2_18-05-15 19:xx - 19-05-15 11:41,3.086,0x54cf2_19-05-15 0:xx - 19-05-15 9:47,2.679,0xdb152_19-05-15 1:xx - 19-05-15 9:14_parking,0.001
15-05-19 04:00:00,0x91b17_15-05-15 9:xx - 19-05-15 19:13,28.578,0x4a019_17-05-15 5:xx - 19-05-15 9:55,7.797,0x23046_18-05-15 10:xx - 19-05-15 9:38,3.484,0x5711c_18-05-15 21:xx - 19-05-15 5:50,2.897,0xc933d_18-05-15 21:xx - 19-05-15 4:27,2.841
15-05-19 02:00:00,0x91b17_15-05-15 9:xx - 19-05-15 19:13,28.351,0x4a019_17-05-15 5:xx - 19-05-15 9:55,7.470,0x23046_18-05-15 10:xx - 19-05-15 9:38,3.406,0xce279_18-05-15 20:xx - 19-05-15 3:59,2.628,0xc933d_18-05-15 21:xx - 19-05-15 4:27,2.386
15-05-19 00:00:00,0x54cf2_19-05-15 0:xx - 19-05-15 9:47,43.424,0x91b17_15-05-15 9:xx - 19-05-15 19:13,27.623,0x4a019_17-05-15 5:xx - 19-05-15 9:55,7.128,0xdb152_18-05-15 6:xx - 19-05-15 0:59,3.990,0x23046_18-05-15 10:xx - 19-05-15 9:38,3.255
15-05-18 22:00:00,0x25e62_18-05-15 22:xx - 19-05-15 6:23_parking,38.691,0x91b17_15-05-15 9:xx - 19-05-15 19:13,26.922,0x4a019_17-05-15 5:xx - 19-05-15 9:55,6.949,0xdb152_18-05-15 6:xx - 19-05-15 0:59,3.777,0x23046_18-05-15 10:xx - 19-05-15 9:38,2.849
15-05-18 20:00:00,0xce279_18-05-15 20:xx - 19-05-15 3:59,39.420,0x25e62_18-05-15 20:xx - 18-05-15 22:20,38.783,0x91b17_15-05-15 9:xx - 19-05-15 19:13,26.204,0xdb152_18-05-15 6:xx - 19-05-15 0:59,3.378,0xf61f4_18-05-15 16:xx - 19-05-15 3:12,1.016
15-05-18 18:00:00,0x91b17_15-05-15 9:xx - 19-05-15 19:13,25.495,0x8f28c_15-05-15 17:xx - 18-05-15 18:33,16.026,0xdb152_18-05-15 6:xx - 19-05-15 0:59,2.916,0x23046_18-05-15 10:xx - 19-05-15 9:38,1.918,0xf61f4_18-05-15 16:xx - 19-05-15 3:12,0.547
15-05-18 16:00:00,0xf61f4_18-05-15 16:xx - 19-05-15 3:12,41.377,0x91b17_15-05-15 9:xx - 19-05-15 19:13,24.788,0x8f28c_15-05-15 17:xx - 18-05-15 18:33,16.216,0xce279_18-05-15 9:xx - 18-05-15 16:56,2.566,0xdb152_18-05-15 6:xx - 19-05-15 0:59,2.455
15-05-18 14:00:00,0x8f28c_15-05-15 17:xx - 18-05-15 18:33,16.375,0xcc9ce_17-05-15 20:xx - 18-05-15 14:13,7.418,0xce279_18-05-15 9:xx - 18-05-15 16:56,2.146,0xdb152_18-05-15 6:xx - 19-05-15 0:59,2.030,0xdf42e_18-05-15 10:xx - 18-05-15 16:57,1.210
15-05-18 12:00:00,0x79931_18-05-15 12:xx - 19-05-15 5:24_parking,50.234,0x023db_18-05-15 12:xx - 19-05-15 5:50,39.515,0x91b17_15-05-15 9:xx - 19-05-15 19:13,23.392,0x8f28c_15-05-15 17:xx - 18-05-15 18:33,16.409,0x1a438_16-05-15 10:xx - 18-05-15 13:57,8.374
15-05-18 10:00:00,0x79931_18-05-15 10:xx - 18-05-15 12:38,50.236,0x23046_18-05-15 10:xx - 19-05-15 9:38,49.712,0xdf42e_18-05-15 10:xx - 18-05-15 16:57,39.544,0x91b17_15-05-15 9:xx - 19-05-15 19:13,22.780,0x8f28c_15-05-15 17:xx - 18-05-15 18:33,16.271
15-05-18 08:00:00,0x8f28c_15-05-15 17:xx - 18-05-15 18:33,15.766,0x1a438_16-05-15 10:xx - 18-05-15 13:57,7.713,0xcc9ce_17-05-15 20:xx - 18-05-15 14:13,5.091,0x9fdfd_17-05-15 17:xx - 18-05-15 9:48,3.414,0xce279_17-05-15 21:xx - 18-05-15 9:46,1.818
15-05-18 06:00:00,0xdb152_18-05-15 6:xx - 19-05-15 0:59,43.575,0x574e3_18-05-15 6:xx - 18-05-15 12:06,39.644,0x91b17_15-05-15 9:xx - 19-05-15 19:13,21.371,0x8f28c_15-05-15 17:xx - 18-05-15 18:33,15.185,0x32138_16-05-15 21:xx - 18-05-15 6:29,10.141
15-05-18 04:00:00,0xea326_18-05-15 4:xx - 18-05-15 12:01,45.232,0x91b17_15-05-15 9:xx - 19-05-15 19:13,20.738,0x8f28c_15-05-15 17:xx - 18-05-15 18:33,14.593,0x32138_16-05-15 21:xx - 18-05-15 6:29,9.893,0x1a438_16-05-15 10:xx - 18-05-15 13:57,7.111
15-05-18 02:00:00,0xc65ba_09-05-15 3:xx - 18-05-15 3:18,41.496,0x25e62_18-05-15 2:xx - 18-05-15 11:12_parking,38.695,0x91b17_15-05-15 9:xx - 19-05-15 19:13,20.144,0x8f28c_15-05-15 17:xx - 18-05-15 18:33,14.030,0x32138_16-05-15 21:xx - 18-05-15 6:29,9.507
15-05-18 00:00:00,0xc65ba_09-05-15 3:xx - 18-05-15 3:18,41.284,0x91b17_15-05-15 9:xx - 19-05-15 19:13,19.530,0x8f28c_15-05-15 17:xx - 18-05-15 18:33,13.438,0x1a438_16-05-15 10:xx - 18-05-15 13:57,6.896,0x917f2_16-05-15 20:xx - 18-05-15 2:55,5.501
15-05-17 22:00:00,0xc65ba_09-05-15 3:xx - 18-05-15 3:18,40.972,0xc933d_17-05-15 22:xx - 18-05-15 5:36,39.476,0x8f28c_15-05-15 17:xx - 18-05-15 18:33,12.852,0x1a438_16-05-15 10:xx - 18-05-15 13:57,6.803,0x917f2_16-05-15 20:xx - 18-05-15 2:55,5.044
15-05-17 20:00:00,0xcc9ce_17-05-15 20:xx - 18-05-15 14:13,41.392,0xc65ba_09-05-15 3:xx - 18-05-15 3:18,40.605,0xdf42e_17-05-15 20:xx - 18-05-15 3:26,39.421,0x8f28c_15-05-15 17:xx - 18-05-15 18:33,12.262,0xcc9ce_14-05-15 11:xx - 17-05-15 20:54,7.405
15-05-17 18:00:00,0xc65ba_09-05-15 3:xx - 18-05-15 3:18,40.219,0x8f28c_15-05-15 17:xx - 18-05-15 18:33,11.890,0xbb904_16-05-15 21:xx - 17-05-15 18:23,8.328,0x1a438_16-05-15 10:xx - 18-05-15 13:57,6.162,0x917f2_16-05-15 20:xx - 18-05-15 2:55,4.161
15-05-17 16:00:00,0xc65ba_09-05-15 3:xx - 18-05-15 3:18,39.842,0x91b17_15-05-15 9:xx - 19-05-15 19:13,16.897,0x8f28c_15-05-15 17:xx - 18-05-15 18:33,11.088,0xbb904_16-05-15 21:xx - 17-05-15 18:23,7.958,0x1a438_16-05-15 10:xx - 18-05-15 13:57,5.820
15-05-17 14:00:00,0xc65ba_09-05-15 3:xx - 18-05-15 3:18,39.466,0x91b17_15-05-15 9:xx - 19-05-15 19:13,16.241,0x8f28c_15-05-15 17:xx - 18-05-15 18:33,10.525,0xbb904_16-05-15 21:xx - 17-05-15 18:23,7.269,0x1a438_16-05-15 10:xx - 18-05-15 13:57,5.354
15-05-17 12:00:00,0xc65ba_09-05-15 3:xx - 18-05-15 3:18,39.075,0x91b17_15-05-15 9:xx - 19-05-15 19:13,15.621,0x8f28c_15-05-15 17:xx - 18-05-15 18:33,9.978,0xbb904_16-05-15 21:xx - 17-05-15 18:23,6.520,0x1a438_16-05-15 10:xx - 18-05-15 13:57,4.964
15-05-17 10:00:00,0xc65ba_09-05-15 3:xx - 18-05-15 3:18,38.695,0x91b17_15-05-15 9:xx - 19-05-15 19:13,15.013,0x8f28c_15-05-15 17:xx - 18-05-15 18:33,9.450,0x1a438_16-05-15 10:xx - 18-05-15 13:57,4.593,0xfca5e_16-05-15 11:xx - 17-05-15 10:36,3.085
15-05-17 08:00:00,0xc65ba_09-05-15 3:xx - 18-05-15 3:18,38.306,0x91b17_15-05-15 9:xx - 19-05-15 19:13,14.394,0x8f28c_15-05-15 17:xx - 18-05-15 18:33,9.068,0xbb904_16-05-15 21:xx - 17-05-15 18:23,5.014,0x1a438_16-05-15 10:xx - 18-05-15 13:57,4.222
15-05-17 06:00:00,0xc65ba_09-05-15 3:xx - 18-05-15 3:18,37.912,0x91b17_15-05-15 9:xx - 19-05-15 19:13,13.752,0x8f28c_15-05-15 17:xx - 18-05-15 18:33,8.588,0xbb904_16-05-15 21:xx - 17-05-15 18:23,4.139,0x1a438_16-05-15 10:xx - 18-05-15 13:57,3.824
15-05-17 04:00:00,0xa24af_17-05-15 4:xx - 17-05-15 16:40_parking,38.931,0xc65ba_09-05-15 3:xx - 18-05-15 3:18,37.534,0x91b17_15-05-15 9:xx - 19-05-15 19:13,13.111,0x0bf95_14-05-15 9:xx - 17-05-15 5:39,8.131,0xbdf40_16-05-15 16:xx - 17-05-15 5:17,3.783
